title,company,location,salary,description,url,date_posted,job_id
Quantitative Analyst,CompatibL,Singapore,N/A,"Strong applied math skills, the ability to work with data.Don’t miss this opportunity to gain valuable experience in a highly competitive and demanding field…",https://sg.indeed.com/rc/clk?jk=234727add354260e&bb=ToDgoP69TD-7R12I-qlmrA2OHmtVwyFjfff8wobZAtD_F4y3iPTs84q43laGz6BiWruawyRHuwsLmYIotliaPWZobN3DCFhwxarNhXL3Tx2vTtgpPAa5TI9JRBynwPdn&xkcb=SoAV67M31983g3gZD70KbzkdCdPP&fccid=5d09e18b27d928d1&vjs=3,Not specified,234727add354260e
"Intern, Business Analyst",Sembcorp Industries,Singapore,N/A,"Experience withdatatransformation,datavisualization,dataquerying, database management and modelling.Create and maintaindatapipelines to automate data…",https://sg.indeed.com/rc/clk?jk=322e6f442c60bacc&bb=ToDgoP69TD-7R12I-qlmrKnh3lZB87tRjrtZzkwN1K9zf7CB86M2nTZ_ub7_n0zHfxwDUYLuxFjUeoqkuesevWQewctKoDi1zhjFSurA8EMogkNd6DM-WZLzvtU-u3XH&xkcb=SoCI67M31983g3gZD70JbzkdCdPP&fccid=0da62580206b5c8f&vjs=3,Not specified,322e6f442c60bacc
Quantitative Research Analyst (Intern),First Plus,Singapore,N/A,Conduct thorough analysis of large datasets containing historical and real-time equity market data.Effectively communicate research findings and deliver…,https://sg.indeed.com/rc/clk?jk=a7cf3e041e0dcf24&bb=ToDgoP69TD-7R12I-qlmrAL8-t30OBTunPjwrO3XyA6skM9lPOJ3vArEGeijc9dS3uBA32x1PdlSlTiozUTf_-DlPgEv_nXPJR6h7twHk1ZZuePAm8j16P1I36LZN8AJ&xkcb=SoA867M31983g3gZD70IbzkdCdPP&fccid=c53eff996173f9f3&vjs=3,Not specified,a7cf3e041e0dcf24
Data Analyst - Search & Recommendation & Ads & Content,Shopee,Singapore,N/A,"Experience usingdataaccess tools, building dashboards and analyses with large datasets and multipledatasources.Good communication and teamwork skills.",https://sg.indeed.com/rc/clk?jk=003dcc55def5f04a&bb=ToDgoP69TD-7R12I-qlmrDbFgTmXJZ7vPKlG7oyXSsUmp99nIyrAdnC5scP-qodUOK8U8rI9YbwJaEx1Pbje7sQWIdHjxYxJzs09x_ePVl0mgp36Ry4odLOEVQUvnCfU&xkcb=SoCy67M31983g3gZD70PbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,003dcc55def5f04a
LLM Global Data - LLM Performance Operation Analyst (Non-safety),ByteDance,Singapore,N/A,Gain first-hand experience in understanding how to measure and analyze performance of LLM on various dimensions.,https://sg.indeed.com/rc/clk?jk=7042c0b741fd9192&bb=ToDgoP69TD-7R12I-qlmrNqguD-KMkHjAZvBea9hBYwbow59-diI5OOiBRYtDOPha96-D9VdbvqJoS2scCTfg2EyxFPZsVYWm6K9gajYwlBUSQSGazzhScoE0uePjXDd&xkcb=SoAG67M31983g3gZD70ObzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,7042c0b741fd9192
Business Analyst,CIS,Singapore,N/A,"Conductdataanalysis to identify trends and provide actionable insights.Experience indataanalysis, reporting, and providing insights to support business…",https://sg.indeed.com/rc/clk?jk=e0262a3a5e07b889&bb=ToDgoP69TD-7R12I-qlmrOej7G3B-CytFHBE4_4YIE7vyGqxORtZiLDUwxR4-CSZ7ejG-AKTKOcMqu4UbZo3OqPSyNFa0QqV9_7QjW7n7CR3we6gHObWoAIKUZEtahWk&xkcb=SoCb67M31983g3gZD70NbzkdCdPP&fccid=97da2e000e9aab5f&vjs=3,Not specified,e0262a3a5e07b889
Senior Business Analyst,Workforce Optimizer Pte Ltd,Singapore,"$84,000 - $108,000 a year","Proficient indataanalysis and reporting tools, with experience in delivering insights to support business decisions.",https://sg.indeed.com/rc/clk?jk=09b7df522dca8c4a&bb=ToDgoP69TD-7R12I-qlmrOej7G3B-CytnSlpWG_QBq6H3jX3oJVUJZ7bkPWwdSiNTIHLWqQgjl_R-LQ3Z9PFp3d3Pj7RWdv-EtA5SpeQ8BAPX4TOLcVo9FOdTLLIDYQR&xkcb=SoAv67M31983g3gZD70MbzkdCdPP&fccid=001342229b065ab5&vjs=3,Not specified,09b7df522dca8c4a
"Data Scientist / Analyst (CRR, KYC, KYB)",Binance,Remote,N/A,"Proficiency in SQL fordataextraction and manipulation.Advanced knowledge of Python fordataanalysis, modeling, and automation.",https://sg.indeed.com/rc/clk?jk=8a3297b66c8d547e&bb=ToDgoP69TD-7R12I-qlmrL-72XiDg4NkhsDqD7tALk1_38kbxtjyLUFSncZuUJwPWSEDH4HegjL1ZRnXh75ayaNv0wOWP9EvY4nr6zs4UOL0EV4S80dR2LxZ7KazIteW&xkcb=SoDG67M31983g3gZD70DbzkdCdPP&fccid=ac2ee5578fa99fc9&vjs=3,Not specified,8a3297b66c8d547e
Business Analyst - EDI (AL-FRC241218 006/01),Xcellink Pte Ltd,Singapore,N/A,"Electronicdatainterchange system (EDI) is one of the critical applications of our client.The EDI back-end, containing the businessdataand the triggering or…",https://sg.indeed.com/rc/clk?jk=1d41bad1c528303a&bb=ToDgoP69TD-7R12I-qlmrMyBV77VnAdlYGZvxSTioN3NujBP5spqRxQocBFTiV2qUJaOw7vlPOCouf0BjJlB2RlgBLXDEoLw04I7NRtztyo1u3ITg32Mg83cIc1175af&xkcb=SoBy67M31983g3gZD70CbzkdCdPP&fccid=4f8f841f0ba07e04&vjs=3,Not specified,1d41bad1c528303a
IT Analyst,WSH Experts Pte Ltd,Singapore,"$9,000 - $10,000 a month","Knowledge ofdataingestion or log management to troubleshoot incidents using a logdataanalysis tool such as Splunk, CloudWatch, etc.",https://sg.indeed.com/rc/clk?jk=e38b847fbe4a68d7&bb=ToDgoP69TD-7R12I-qlmrPQKO6Ox14_X5qXjS7SBg77evKS6tlynyGMNrOhaACHE-S379ScS-yk49DfmIX5IknQpb1kkNivgrr-SlHLNbCWZkD5WLZHw_kBlDd6MEa5u&xkcb=SoDv67M31983g3gZD70BbzkdCdPP&fccid=f798939737978427&cmp=WSH-Experts-Pte-Ltd&ti=IT+Analyst&vjs=3,Not specified,e38b847fbe4a68d7
"Analyst/Associate, Sustainable Investment Strategy Analyst",GIC Investment,Singapore,N/A,The Office is responsible for (i) partnering with GIC’s investment teams to integrate sustainability-related considerations in the investment process through…,https://sg.indeed.com/rc/clk?jk=fedaffb70c1b87f8&bb=ToDgoP69TD-7R12I-qlmrGIIXS2OAe78Oeua7_cuzdheNuU2U9ZNxoiiApal1iQ_zDcCCmQaYrsyUHV8bR-HsjeSSonJGEpDitANccYt8LCdPPanY5RbPwnJoeK9KGp9&xkcb=SoBb67M31983g3gZD70AbzkdCdPP&fccid=a159cd1143efbe29&vjs=3,Not specified,fedaffb70c1b87f8
Business Analyst Intern (Jan 2025 - Jun 2025),Allianz Singapore,Hybrid work in Singapore 068897,N/A,"Business Process and IT System Analysis: Evaluate business processes and IT systems to identify technology needs and recommend operational improvements, by…",https://sg.indeed.com/rc/clk?jk=ebbf9b5ee9c572a5&bb=ToDgoP69TD-7R12I-qlmrBZrZc8mpuGsFvmEvDOolOZm5p6q1mWFVRSHTFngzUvOO-3rz6Gd2oAUJCn9tJ9feELp9xEsgIXSDpsL7PLTjzutxgnxcbrLhw%3D%3D&xkcb=SoDV67M31983g3gZD70HbzkdCdPP&fccid=bf422d4af99309b2&vjs=3,Not specified,ebbf9b5ee9c572a5
Trading Operations Analyst,Virtu Financial,Singapore,N/A,"Trading Operations Analysts not only become experts in the logistics and mechanics of trade clearance and settlement, but they also play a crucial role in the…",https://sg.indeed.com/rc/clk?jk=3fee5801eee6e68e&bb=ToDgoP69TD-7R12I-qlmrAEKm5ZGGaf62cXqavAwR5F5x4_A4yOiHfxo1XSfYTGXAXCgP556_Q7FJBkAsFtgaXu-eP_wbPV09NTjWqdyankCYNbdiUwxZWegTPfvohY7&xkcb=SoBh67M31983g3gZD70GbzkdCdPP&fccid=c78741b7c879d1c9&vjs=3,Not specified,3fee5801eee6e68e
Junior Risk Analyst,RWE Supply & Trading,Singapore,N/A,"RWE Supply & Trading Asia-Pacific Pte.To start as soon as possible, full time, permanent.You will also have daily contact with Risk colleagues in Europe.",https://sg.indeed.com/rc/clk?jk=4fe7ce797b1cbd09&bb=ToDgoP69TD-7R12I-qlmrLnP7RVlfQ8u3DANFdwdbd4o75OqtgcxDzH5jfcKIMavA7skdfiteT9ZxazL2DbIhTJEb6eRuwaGXfTLYpPTgSsYrNksP29plUKxkUu7qJ-5&xkcb=SoD867M31983g3gZD70FbzkdCdPP&fccid=169d4d0de76b0575&vjs=3,Not specified,4fe7ce797b1cbd09
